code,name,program
CSS414,Software Project Management,Computer Science
CSS424,Multimedia Processing,Computer Science
ITS432,Real-time and Embedded Systems,Information Technology
MTS253,Mechanics for Technologists,Management Technology
MTS413,Human Resources Management,Management Technology
MTS453,Business Project Analysis,Management Technology
MES350,Engineering Statics,Mechanical Engineering
CHS372,Polymer Science and Development,Chemical Engineering
CHS321,Cell Biology for Chemical Engineers,Chemical Engineering
CSS400,Project Development,Computer Science
ITS467,Computer Game Design and Development,Information Technology
ECS386,Introduction to Embedded System,Electronics and Communication Engineering
SE799,Independent Study,Logistics and Supply Chain Systems Engineering
MES311,Thermodynamics,Mechanical Engineering
MES443,Environmental Control Engineering,Mechanical Engineering
CES322,Reinforced Concrete Design,Civil Engineering
MTS251,Resource Economics,Management Technology
ITS332,Information Technology II Laboratory,Information Technology
ITS333,Information Technology III Laboratory,Information Technology
CSS322,Scientific Computing,Computer Science
ITS431,Mobile Computing,Information Technology
MTS351,Management Systems Optimization,Management Technology
MTS481,Business Process Simulation,Management Technology
MTS494,Special Study in Engineering Mangement II,Engineering Management
CES406,Special Study in Civil Engineering II,Civil Engineering
CHS417,Safety in Chemical Operations,Chemical Engineering
CHS483,Special Topics in Chemical Engineering III,Chemical Engineering
CHS487,Chemical Engineering Extended Training,Chemical Engineering
CSS499,Extended Computer Science Training,Computer Science
IES401,Senior Project II,Industrial  Engineering
MTS414,Psychology in Management Technology,Management Technology
ECS308,Basic Electromechanical Energy Conversion,Electronics and Communication Engineering
ECS341,Mobile Application Programming,Electronics and Communication Engineering
CHS358,Chemical Process Laboratory,Chemical Engineering
ECS363,Mechatronic Instrumentation,Electronics and Communication Engineering
CHS429,Bio-Chemical Technology Laboratory,Chemical Engineering
MES341,Fluid Dynamics,Mechanical Engineering
CSS300,Computer Science Training,Computer Science
MTS339,Purchasing and Supply Management,Management Technology
GTS112,Linear Algebra,Common Studies
SCS126,Chemistry for Engineers,Common Studies
MES371,Material Science for Engineers,Mechanical Engineering
SCS138,Applied Physics I,Common Studies
CES321,Timber and Steel Design,Civil Engineering
MTS211,Principles of Business,Management Technology
MTS313,Organizational Behavior,Management Technology
CES323,Advanced Structural Concrete Design,Civil Engineering
ITS331,Information Technology I Laboratory,Information Technology
ITS422,Introduction to Decision Support Systems,Information Technology
CES392,Special Topics in Civil Engineering II,Civil Engineering
CHS415,Environmental Chemical Engineering,Chemical Engineering
MTS254,Introduction to Management Science,Management Technology
MTS311,Fundamental Financial Accounting,Management Technology
MTS334,Applications of Business Statistics,Management Technology
MTS412,Business Finance,Management Technology
MES403,Senior Project I,Mechanical Engineering
MTS382,Database Systems and Applications,Management Technology
MTS337,Transportation Issues in Logistics,Management Technology
MTS383,E-Business,Management Technology
MTS384,Information Systems Softwares,Management Technology
GTS132,Introduction to Biological  Science,Common Studies
GTS116,Mathematics for Technologists I,Common Studies
ITS342,3D Computer Animation,Information Technology
ITS343,Business Application Programming,Information Technology
MTS403,Project Proposal Development,Management Technology
CSS224,Computer Architectures,Computer Science
ES900,Doctoral Dissertation,Doctor of Philosophy
TU120,Integrated Social Sciences,Common Studies
MAS116,Mathematics I,Common Studies
SCS139,Applied Physics II,Common Studies
IES302,Engineering Statistics,Industrial  Engineering
MCS483,Dynamic Systems and Control,Mechanical Engineering
CHS242,Chemical Engineering Thermodynamics I,Chemical Engineering
CHS455,Chemical Engineering Process Design,Chemical Engineering
MTS231,Statistical Methods for Managers,Management Technology
MTS312,Principles of Marketing,Management Technology
GTS231,Law and Technology,Common Studies
MES231,Engineering Mechanics,Mechanical Engineering
CHS251,Unit Operations I,Chemical Engineering
CES405,Special Study in Civil Engineering I,Civil Engineering
CES407,Senior Project,Civil Engineering
CES408,Extended Civil Engineering Training,Civil Engineering
CHS482,Special Topics in Chemical Engineering II,Chemical Engineering
CSS403,Senior Project,Computer Science
ECS398,Senior Project,Electronics and Communication Engineering
ITS403,Senior Project,Information Technology
MES407,Senior Project II,Mechanical Engineering
MTS304,Extended Engineering management Training,Management Technology
GTS111,Mathematical Analysis for Management Science,Common Studies
ECS203,Basic Electrical Engineering,Electronics and Communication Engineering
ICT790,Current Topics in Information and Communication Technology,Information and Communication Technology for Embedded Systems
CES406,Special Studies in Civil Engineering II,Civil Engineering
TU130,Integrated Sciences and Technology,Common Studies
TU110,Integrated Humanities,Common Studies
MAS117,Mathematics II,Common Studies
EL171,English Course II,Common Studies
MTS404,Senior Project,Management Technology
GTS101,Skills Development  for Technical Studies,Common Studies
GTS117,Mathematics for Technologists II,Common Studies
MAS210,Mathematics III,Common Studies
GTS121,General Science I,Common Studies
CES494,Coastal Engineering,Civil Engineering
CHS343,Chemical Engineering Thermodynamics II,Chemical Engineering
CHS352,Unit Operations II,Chemical Engineering
MTS411,Management Accounting,Management Technology
MTS338,Warehouse Operations Management,Management Technology
MTS492,Special Study in Management Technology II,Management Technology
GTS210,Mathematics for Technologists III,Common Studies
MES211,Thermofluids,Mechanical Engineering
ET684,Materials for Advanced Applications,Engineering Technology
ICT720,Hardware Concepts for Embedded Systems,Information and Communication Technology for Embedded Systems
ICT740,Communication Theory,Information and Communication Technology for Embedded Systems
ICT750,Digital Signal Processing,Information and Communication Technology for Embedded Systems
ET673,Principle of Sustainable Environmental Engineering,Engineering Technology
EL172,English Course III,Common Studies
ITS423,Data Warehouses and Data Mining,Information Technology
ITS424,Electronic Commerce,Information Technology
GTS122,General Science II,Common Studies
MTS212,Principles of Management,Management Technology
MTS493,Special Study in Engineering Mangement I,Engineering Management
CHS353,Unit Operations III,Chemical Engineering
ITS499,Extended Information Technology Training,Information Technology
GTS213,Calculus for Technologists II,Common Studies
GTS202,English Language Structures,Common Studies
ITS101,Programming and Algorithms,Information Technology
CES426,Durability of Concrete Structures,Civil Engineering
CSS499,Extended Computer Engineering Training,Computer Engineering
CHS485,Special Studies in Chemical Engineering I,Chemical Engineering
TU100,Civic Education,Common Studies
ET601,Computer Applications for Engineers,Engineering Technology
ICT710,Software Designs for Embedded Systems,Information and Communication Technology for Embedded Systems
ICT730,Hardware Designs for Embedded Systems,Information and Communication Technology for Embedded Systems
ICT770,Control Systems,Information and Communication Technology for Embedded Systems
ET630,Special Topic in Electrical Engineering,Engineering Technology
ET667,Cleaner production,Engineering Technology
ITS432,Mobile Application Programming,Information Technology
SE631,Special Topics in Logistics and Supply Chain Systems II,Logistics and Supply Chain Systems Engineering
SE632,Current Topics in Logistics and Supply Chain Systems I,Logistics and Supply Chain Systems Engineering
TU100,Civic Engagement,Common Studies
IES304,Industrial Engineering Training,Industrial  Engineering
CES303,Civil Engineering Training,Civil Engineering
MES303,Mechanical Engineering Training,Mechanical Engineering
MTS301,Management Technology Training,Management Technology
ITS300,Information Technology Training,Information Technology
CHS301,Chemical Engineering Training,Chemical Engineering
MTS309,Engineering Management Training,Management Technology
MTS393,Current Topics in Management Technology II,Management Technology
ECS300,Electronics and Communication Engineering Training,Electronics and Communication Engineering
GTS401,Intensive English Proficiency,Common Studies
CSS300,Computer Engineering Training,Computer Engineering
CES362,Field Surveying Camp,Civil Engineering
ET639,Power Distribution,Engineering Technology
ET631,Current Topics in Electrical Engineering,Engineering Technology
ES901,Doctoral Dissertation,Doctor of Philosophy
ICT801,Thesis,Information and Communication Technology for Embedded Systems
TU140,Thai Studies,Common Studies
SCS176,Chemistry Laboratory,Common Studies
SCS183,Physics Laboratory I,Common Studies
MAS215,Differential Equations,Common Studies
IES301,Manufacturing Tools and Operations,Industrial  Engineering
IES303,Engineering Management and Cost Analysis,Industrial  Engineering
CES341,Transportation Engineering and Planning,Civil Engineering
CES381,Hydraulics,Civil Engineering
CES382,Hydraulics Laboratory,Civil Engineering
IES312,Methods Analysis and Work Measurement,Industrial  Engineering
IES315,Methods Analysis and Work Measurement Laboratory,Industrial  Engineering
CES311,Theory of Structures,Civil Engineering
MES352,Mechanics of Machinery,Mechanical Engineering
CES331,Soil Mechanics,Civil Engineering
MES300,Engineering Drawing,Mechanical Engineering
MES422,Thermal System Design,Mechanical Engineering
IES331,Quality Control,Industrial  Engineering
IES391,Applied Statistical Methods,Industrial  Engineering
IES343,Safety Engineering,Industrial  Engineering
IES342,Industrial Cost Analysis and Control,Industrial  Engineering
MES383,Hydraulic and Pneumatic Control,Mechanical Engineering
IES332,Factory Automation and Control Methods,Industrial  Engineering
IES336,Industrial Instrument and Controlling System,Industrial  Engineering
CES403,Seminar,Civil Engineering
IES345,Project Feasibility Study,Industrial  Engineering
MES462,Turbomachinery,Mechanical Engineering
CES353,Construction Engineering and Management,Civil Engineering
CES414,Finite Element Methods in Engineering,Civil Engineering
CES423,Building Design,Civil Engineering
MTS252,Materials Science,Management Technology
MTS391,Special Topics in Management Technology,Management Technology
ITS221,Data Structures and Algorithms,Information Technology
CES450,Urban Engineering,Civil Engineering
ITS323,Introduction to Data Communications,Information Technology
MES381,Measurements and Instrumentation,Mechanical Engineering
ITS484,Topics in Software Technology I,Information Technology
ITS485,Topics in Software Technology II,Information Technology
ITS486,Topics in Software Technology III,Information Technology
ITS489,Topics in Computer Information Systems III,Information Technology
CHS241,Material and Energy Balance,Chemical Engineering
CHS331,Chemical Reaction Kinetics and Reactor Design,Chemical Engineering
CHS402,Chemical Engineering Seminar,Chemical Engineering
CHS456,Transport  Phenomena,Chemical Engineering
CHS461,Process Dynamics and Control,Chemical Engineering
ITS441,Accounting Information Systems,Information Technology
ITS442,Entrepreneurship for IT Business Development,Information Technology
MTS232,Production and Operations Management,Management Technology
MTS431,Facility Location and Layout Planning,Management Technology
IES201,Industrial Engineering Mathematics,Industrial  Engineering
CHS457,Chemical Engineering Plant Design,Chemical Engineering
MTS335,Enterprise Planning and Control Systems,Management Technology
MTS340,Introduction to Inventory Management,Management Technology
CHS316,Statistics for Chemical Engineering,Chemical Engineering
ECS315,Probability and Random Processes,Electronics and Communication Engineering
ECS322,Electronic Circuits II,Electronics and Communication Engineering
ECS332,Principles of Communications,Electronics and Communication Engineering
ECS381,Feedback Control Systems,Electronics and Communication Engineering
ECS396,Project Development,Electronics and Communication Engineering
ECS442,Microwave Principles,Electronics and Communication Engineering
ECS450,Signal Processing and Communication Laboratory,Electronics and Communication Engineering
ECS451,Data Communications and Networks,Electronics and Communication Engineering
ECS456,Optical Communications,Electronics and Communication Engineering
ECS478,Introduction to Computer Vision and Pattern Recognition,Electronics and Communication Engineering
ITS400,Project Development,Information Technology
GTS212,Calculus for Technologists I,Common Studies
CES201,Engineering Materials,Civil Engineering
MES444,Renewable Energy Resources,Mechanical Engineering
MES474,Thermal Energy Management,Mechanical Engineering
ECS213,Electrical Engineering Mathematics,Electronics and Communication Engineering
ECS217,Computer Tools in Electrical Engineering,Electronics and Communication Engineering
ITS231,Data Structures and Algorithms Laboratory,Information Technology
ECS307,Basic Electromechanical Energy Conversion Laboratory,Electronics and Communication Engineering
ITS341,Management Information Systems,Information Technology
CHS362,Chemical Engineering Laboratory I,Chemical Engineering
ITS201,Discrete  Mathematics,Information Technology
CHS327,Bio-Chemical Technology,Chemical Engineering
MES481,Power Plant Engineering,Mechanical Engineering
CSS224,Computer Architectures,Computer Engineering
CSS226,Scientific Computing,Computer Engineering
CSS321,Theory of Computation,Computer Engineering
CSS331,Fundamentals of Data Communications,Computer Engineering
CSS400,Project Development,Computer Engineering
CSS433,Computer Vision,Computer Engineering
CSS434,Knowledge Representation and Reasoning,Computer Engineering
CSS442,Computer Interfacing,Computer Engineering
CSS444,Wireless Networks,Computer Engineering
MTS234,Basic Electrical Engineering for Technologist,Management Technology
MTS403,Management Technology Seminar,Management Technology
MTS482,Principles of Decision Support Systems,Management Technology
MTS486,Introduction to Enterprise Resource Planning,Management Technology
MTS386,Distributed and Collaborative Computing,Management Technology
MTS483,Information Systems Implementation,Management Technology
MTS484,Intelligent Systems for Business,Management Technology
MTS485,Business Intelligence Technologies and Applications,Management Technology
MES403,Mechanical Engineering Project I,Mechanical Engineering
CHS211,Organic Chemistry,Chemical Engineering
CHS315,Environmental Chemical Engineering,Chemical Engineering
CHS343,Thermodynamics II,Chemical Engineering
CHS352,Heat Transfer,Chemical Engineering
CHS375,Analytical and Instrumental Chemistry,Chemical Engineering
CHS402,Seminar,Chemical Engineering
IES305,Industrial Engineering Project I,Industrial  Engineering
CES202,Introduction to Building Facilities,Civil Engineering
ES601,Advanced Engineering Mathematics,Common Studies
ES605,Research Methodology,Common Studies
ES606,Research Seminar,Common Studies
ET637,Special Topic in Smart Grid Technology,Engineering Technology
ET638,Current Topics in Smart Grid Technology,Engineering Technology
ICT700,Software Concepts for Embedded Systems,Information and Communication Technology for Embedded Systems
ITS344,Web and Business Application Development,Information Technology
ITS351,Database Programming Laboratory,Information Technology
ITS322,Database Systems,Information Technology
ITS342,Computer Animation,Information Technology
MTS337,Transportation and Logistics Management,Management Technology
MTS384,Information Systems Software,Management Technology
SE630,Special Topics in Logistics and Supply Chain Systems I,Logistics and Supply Chain Systems Engineering
IES303,Engineering Management and Cost Analysis,Industrial Engineering and Logistics Systems
MTS252,Materials Science,Engineering Management
ET691,Current Topics in Computer Engineering,Engineering Technology
IES343,Safety Engineering,Industrial Engineering and Logistics Systems
IES371,Engineering Management,Industrial Engineering and Logistics Systems
TU101,"Thailand, ASEAN, and the World",Common Studies
MES302,Introduction to Computer Aided Design,Mechanical Engineering
CES361,Surveying,Civil Engineering
MES321,Heat Transfer,Mechanical Engineering
IES341,Engineering Economy,Industrial  Engineering
MES333,Design of Machine Elements,Mechanical Engineering
IES361,Manufacturing Process Design,Industrial  Engineering
SCS184,Physics Laboratory II,Common Studies
IES371,Engineering Management,Industrial  Engineering
MES390,Basic Mechanical Engineering Laboratory,Mechanical Engineering
CES302,Engineering Hydrology,Civil Engineering
CES343,Highway Engineering,Civil Engineering
IES313,Industrial Plant Design,Industrial  Engineering
IES323,Production Planning and Control,Industrial  Engineering
MES382,Vibration and Noise Control,Mechanical Engineering
CES312,Structural Analysis,Civil Engineering
CES352,Material Testing,Civil Engineering
IES374,Management Information Systems,Industrial  Engineering
IES364,Manufacturing Processes and Technologies,Industrial  Engineering
CES370,Mechanics of Materials,Civil Engineering
GTS302,Technical Writing,Common Studies
IES392,Systems Simulation,Industrial  Engineering
CES444,Hydraulic Engineering,Civil Engineering
IES351,Maintenance Engineering,Industrial  Engineering
IES353,Pollution Control and Waste Treatment,Industrial  Engineering
IES363,Manufacturing Engineering Laboratory II,Industrial  Engineering
IES394,Artificial Intelligence in Industrial Engineering,Industrial  Engineering
CES215,Applied Mathematics in Civil Engineering,Civil Engineering
CES315,Computational Methods in Civil Engineering,Civil Engineering
IES376,Logistics and Supply Chain Management,Industrial  Engineering
ITS329,System Analysis and Design,Information Technology
ITS413,Internet Technologies and Applications,Information Technology
ITS327,Computer Network Architectures and Protocols,Information Technology
CES391,Special Topics in Civil Engineering I,Civil Engineering
ITS412,Tele-services and Services Architecture,Information Technology
ITS482,Topics in Hardware and Communications II,Information Technology
ITS487,Topics in Computer Information Systems I,Information Technology
ITS488,Topics in Computer Information Systems II,Information Technology
CHS425,General Food Science,Chemical Engineering
MTS331,Economic Decision Analysis,Management Technology
MTS332,Quality Management,Management Technology
MTS333,Production and Inventory Management,Management Technology
MTS451,Project Management,Management Technology
CHS213,Applied Mathematics in Chemical Engineering,Chemical Engineering
CES332,Foundation Engineering,Civil Engineering
GTS133,Environmental Studies,Common Studies
MTS233,Introduction to Supply Chain Management,Management Technology
MTS314,International Trade and Business,Management Technology
MTS381,Business Information Systems,Management Technology
MTS392,Current Topics in Management Technology I,Management Technology
MTS433,Analysis Techniques for Complex Supply Chain Management Problems,Management Technology
CHS371,Petroleum and Petrochemical Technology,Chemical Engineering
CHS481,Special Topics in Chemical Engineering I,Chemical Engineering
CHS484,Senior Project,Chemical Engineering
ECS320,Electronic Circuits Laboratory,Electronics and Communication Engineering
ECS370,Digital Circuits Laboratory,Electronics and Communication Engineering
ECS371,Digital Circuits,Electronics and Communication Engineering
ECS380,Feedback Control Laboratory,Electronics and Communication Engineering
ECS382,Microprocessors,Electronics and Communication Engineering
ECS452,Digital Communication Systems,Electronics and Communication Engineering
ECS472,Digital Signal Processing,Electronics and Communication Engineering
ECS455,Mobile Communications,Electronics and Communication Engineering
ECS462,Antennas,Electronics and Communication Engineering
ECS465,Biomedical Instrumentation,Electronics and Communication Engineering
ECS475,Digital Image Processing,Electronics and Communication Engineering
GTS303,Communications in Business,Common Studies
MTS455,Business Process Management,Management Technology
ITS335,IT Security,Information Technology
ITS100,Introduction to Computers and Programming,Information Technology
ITS102,Object-oriented Programming,Information Technology
ITS103,Object-oriented Programming Laboratory,Information Technology
ECS204,Basic Electrical Engineering Laboratory,Electronics and Communication Engineering
MES473,Energy Economics,Mechanical Engineering
ECS210,Basic Electrical Engineering Laboratory,Electronics and Communication Engineering
ECS218,"Data Structures, Algorithms, and Object Oriented Programming",Electronics and Communication Engineering
ITS229,Human Computer Interface Design,Information Technology
ECS231,Electronic Circuits I,Electronics and Communication Engineering
ECS233,Electromagnetics,Electronics and Communication Engineering
ECS261,Electrical Measurement and Instrumentation,Electronics and Communication Engineering
ECS281,Signals and Systems,Electronics and Communication Engineering
ECS306,Basic Electrical Machines and Power Systems,Electronics and Communication Engineering
ITS336,Artificial Intelligence,Information Technology
CHS363,Chemical Engineering Laboratory II,Chemical Engineering
MES312,Combustion and Emission Control,Mechanical Engineering
CHS328,Pharmaceutical Industry and Technology,Chemical Engineering
CSS221,Computer Graphics and Applications,Computer Engineering
CSS332,Microcontrollers and Applications,Computer Engineering
CSS333,Parallel and Distributed Computing,Computer Engineering
CSS403,Computer Engineering Project,Computer Engineering
CSS431,Machine Learning and Pattern Recognition,Computer Engineering
CSS432,Information Retrieval,Computer Engineering
CSS441,Security and Cryptography,Computer Engineering
CSS443,Real-time and Embedded Systems,Computer Engineering
CSS225,Operating System,Computer Engineering
MTS251,Economics for Business and Management,Management Technology
MTS415,Strategic Management,Management Technology
MTS387,Business Data Communications and Networking,Management Technology
MTS388,Business Information Systems Analysis,Management Technology
MTS389,Application Programming for Technologists,Management Technology
MTS404,Management Technology Project,Management Technology
MES313,Internal Combustion Engines,Mechanical Engineering
MES407,Mechanical Engineering Project II,Mechanical Engineering
MES483,Dynamic Systems and Control,Mechanical Engineering
CHS212,Physical Chemistry,Chemical Engineering
CHS242,Thermodynamics I,Chemical Engineering
CHS251,Fluid Dynamics,Chemical Engineering
CHS317,Safety in Chemical Operations,Chemical Engineering
CHS353,Mass Transfer,Chemical Engineering
CHS355,Chemical Engineering Process Design,Chemical Engineering
CHS364,Experimental Design and Methods for Chemical Engineering,Chemical Engineering
CHS374,Polymer Science and Engineering,Chemical Engineering
CHS484,Chemical Engineering Project,Chemical Engineering
ECS398,Electronics and Communication Engineering Project,Electronics and Communication Engineering
IES401,Industrial Engineering Project II,Industrial  Engineering
CES407,Civil Engineering Project,Civil Engineering
ET800,Thesis,Engineering Technology
ICT800,Thesis,Information and Communication Technology for Embedded Systems
ES603,Special Study,Common Studies
ES604,Selected Topic,Chemical Engineering
SE800,Thesis,Logistics and Supply Chain Systems Engineering
MTS404,Engineering Management Project,Management Technology
ITS352,Networking Laboratory,Information Technology
ITS353,Graphic and Game Programming Laboratory,Information Technology
ITS403,Information Technology Project,Information Technology
CES405,Special Studies in Civil Engineering I,Civil Engineering
CSS334,Computer Networks and Internetworking,Computer Engineering
MTS394,Introduction to Research Methodology in Management Technology,Management Technology
ES903,Doctoral Dissertation,Doctor of Philosophy
MMA800,Thesis,Management Technology
ES607,Selected Topic I,Common Studies
ES608,Selected Topic II,Common Studies
ES609,Selected Topic III,Common Studies
ES610,Research Methods and Communications,Common Studies
ES807,Thesis,Common Studies
ES808,Thesis,Common Studies
SE601,Smart Logistics and Supply Chain Systems,Logistics and Supply Chain Systems Engineering
SE618,Logistics Case Study Analysis,Logistics and Supply Chain Systems Engineering
ITS102,Object Oriented Programming,Information Technology
MTS280,Introduction of Algorithms and Object Oriented Programming,Management Technology
GTS111,Probability for Technologists,Common Studies
GTS112,Principles of Linear Algebra,Common Studies
TU050,English Skill Development,Common Studies
TU102,Social Life Skills,Common Studies
TU103,Life and Sustainability,Common Studies
TU104,"Critical Thinking, Reading, and Writing",Common Studies
TU105,Communication Skills in English,Common Studies
TU106,Creativity and Communication,Common Studies
